aerosmith/Toys_In_The_Attic/01-Toys_In_The_Attic,,
aerosmith/Toys_In_The_Attic/02-Uncle_Salty,,
aerosmith/Toys_In_The_Attic/03-Adam_s_Apple,,
aerosmith/Toys_In_The_Attic/04-Walk_This_Way,,
aerosmith/Toys_In_The_Attic/05-Big_Ten_Inch_Record,,
aerosmith/Toys_In_The_Attic/06-Sweet_Emotion,,
aerosmith/Toys_In_The_Attic/07-No_More_No_More,,
aerosmith/Toys_In_The_Attic/08-Round_And_Round,,
aerosmith/Toys_In_The_Attic/09-You_See_Me_Crying,,
beatles/Abbey_Road/01-Come_Together,Paul McCartney:,
beatles/Abbey_Road/02-Something,https://www.youtube.com/watch?v=SDR9GuT_86w,
beatles/Abbey_Road/03-Maxwell_s_Silver_Hammer,https://www.youtube.com/watch?v=U-y6K8X3hYM,
beatles/Abbey_Road/04-Oh_Darling,John Lennon: ,
beatles/Abbey_Road/05-Octopus_s_Garden,https://www.youtube.com/watch?v=mF1PkR8uZ2Y,
beatles/Abbey_Road/06-I_Want_You_She_s_So_Heavy_,,
beatles/Abbey_Road/07-Here_Comes_The_Sun,,
beatles/Abbey_Road/08-Because,,
beatles/Abbey_Road/09-You_Never_Give_Me_Your_Money,,
beatles/Abbey_Road/10-Sun_King,,
beatles/Abbey_Road/11-Mean_Mr_Mustard,,
beatles/Abbey_Road/12-Polythene_Pam,,
beatles/Abbey_Road/13-She_Came_In_Through_The_Bathroom_Window,,
beatles/Abbey_Road/14-Golden_Slumbers,,
beatles/Abbey_Road/15-Carry_That_Weight,,
beatles/Abbey_Road/16-The_End,,
beatles/Abbey_Road/17-Her_Majesty,,
beatles/A_Hard_Day_s_Night/01-A_Hard_Day_s_Night,,
beatles/A_Hard_Day_s_Night/02-I_Should_Have_Known_Better,,
beatles/A_Hard_Day_s_Night/03-If_I_Fell,,
beatles/A_Hard_Day_s_Night/04-I_m_Happy_Just_To_Dance_With_You,,
beatles/A_Hard_Day_s_Night/05-And_I_Love_Her,,
beatles/A_Hard_Day_s_Night/06-Tell_Me_Why,,
beatles/A_Hard_Day_s_Night/07-Can_t_Buy_Me_Love,,
beatles/A_Hard_Day_s_Night/08-Any_Time_At_All,,
beatles/A_Hard_Day_s_Night/09-I_ll_Cry_Instead,,
beatles/A_Hard_Day_s_Night/10-Things_We_Said_Today,,
beatles/A_Hard_Day_s_Night/11-When_I_Get_Home,,
beatles/A_Hard_Day_s_Night/12-You_Can_t_Do_That,,
beatles/A_Hard_Day_s_Night/13-I_ll_Be_Back,,
beatles/Beatles_For_Sale/01-No_Reply,,
beatles/Beatles_For_Sale/02-I_m_A_Loser,,
beatles/Beatles_For_Sale/03-Baby_s_In_Black,,
beatles/Beatles_For_Sale/04-Rock_And_Roll_Music,,
beatles/Beatles_For_Sale/05-I_ll_Follow_The_Sun,,
beatles/Beatles_For_Sale/06-Mr_Moonlight,,
beatles/Beatles_For_Sale/07-Medley_Kansas_City_Hey_Hey,,
beatles/Beatles_For_Sale/08-Eight_Days_A_Week,,
beatles/Beatles_For_Sale/09-Words_Of_Love,,
beatles/Beatles_For_Sale/10-Honey_Don_t,,
beatles/Beatles_For_Sale/11-Every_Little_Thing,,
beatles/Beatles_For_Sale/12-I_Don_t_Want_To_Spoil_The_Part,,
beatles/Beatles_For_Sale/13-What_You_re_Doing,,
beatles/Beatles_For_Sale/14-Everybody_s_Trying_To_Be_My_Baby,,
beatles/Magical_Mystery_Tour/01-Magical_Mystery_Tour,,
beatles/Magical_Mystery_Tour/02-The_Fool_On_The_Hill,,
beatles/Magical_Mystery_Tour/03-Flying,,
beatles/Magical_Mystery_Tour/04-Blue_Jay_Way,,
beatles/Magical_Mystery_Tour/05-Your_Mother_Should_Know,,
beatles/Magical_Mystery_Tour/06-I_Am_The_Walrus,,
beatles/Magical_Mystery_Tour/07-Hello_Goodbye,,
beatles/Magical_Mystery_Tour/08-Strawberry_Fields_Forever,,
beatles/Magical_Mystery_Tour/09-Penny_Lane,,
beatles/Magical_Mystery_Tour/10-Baby_You_re_A_Rich_Man,,
beatles/Magical_Mystery_Tour/11-All_You_Need_Is_Love,,
beatles/Revolver/01-Taxman,,
beatles/Revolver/02-Eleanor_Rigby,,
beatles/Revolver/03-I_m_Only_Sleeping,,
beatles/Revolver/04-Love_You_To,,
beatles/Revolver/05-Here_There_And_Everywhere,,
beatles/Revolver/06-Yellow_Submarine,,
beatles/Revolver/07-She_Said_She_Said,,
beatles/Revolver/08-Good_Day_Sunshine,,
beatles/Revolver/09-And_Your_Bird_Can_Sing,,
beatles/Revolver/10-For_No_One,,
beatles/Revolver/11-Doctor_Robert,,
beatles/Revolver/12-I_Want_To_Tell_You,,
beatles/Revolver/13-Got_To_Get_You_Into_My_Life,,
beatles/Revolver/14-Tomorrow_Never_Knows,,
beatles/The_White_Album_Disc_1/01-Back_In_The_U_S_S_R_,,
beatles/The_White_Album_Disc_1/02-Dear_Prudence,,
beatles/The_White_Album_Disc_1/03-Glass_Onion,,
beatles/The_White_Album_Disc_1/04-Ob-La-Di_Ob-La-Da,,
beatles/The_White_Album_Disc_1/05-Wild_Honey_Pie,,
beatles/The_White_Album_Disc_1/06-The_Continuing_Story_Of_Bungalow_Bill,,
beatles/The_White_Album_Disc_1/07-While_My_Guitar_Gently_Weeps,,
beatles/The_White_Album_Disc_1/08-Happiness_Is_A_Warm_Gun,,
beatles/The_White_Album_Disc_1/09-Martha_My_Dear,,
beatles/The_White_Album_Disc_1/10-I_m_So_Tired,,
beatles/The_White_Album_Disc_1/11-Blackbird,,
beatles/The_White_Album_Disc_1/12-Piggies,,
beatles/The_White_Album_Disc_1/13-Rocky_Raccoon,,
beatles/The_White_Album_Disc_1/14-Don_t_Pass_Me_By,,
beatles/The_White_Album_Disc_1/15-Why_Don_t_We_Do_It_In_The_Road,,
beatles/The_White_Album_Disc_1/16-I_Will,,
beatles/The_White_Album_Disc_1/17-Julia,John Fogerty:,
creedence_clearwater_revival/Bayou_Country/01-Born_On_The_Bayou,https://www.youtube.com/watch?v=5IYpleg9hJk,
creedence_clearwater_revival/Bayou_Country/02-Bootleg,,
creedence_clearwater_revival/Bayou_Country/03-Graveyard_Train,,
creedence_clearwater_revival/Bayou_Country/04-Good_Golly_Miss_Molly,,
creedence_clearwater_revival/Bayou_Country/05-Penthouse_Pauper,,
creedence_clearwater_revival/Bayou_Country/06-Proud_Mary,,
creedence_clearwater_revival/Bayou_Country/07-Keep_On_Chooglin_,,
creedence_clearwater_revival/Cosmo_s_Factory/01-Ramble_Tamble,,
creedence_clearwater_revival/Cosmo_s_Factory/02-Before_You_Accuse_Me,,
creedence_clearwater_revival/Cosmo_s_Factory/03-Travelin_Band,,
creedence_clearwater_revival/Cosmo_s_Factory/04-Ooby_Dooby,,
creedence_clearwater_revival/Cosmo_s_Factory/05-Lookin_Out_My_Back_Door,,
creedence_clearwater_revival/Cosmo_s_Factory/06-Run_Through_The_Jungle,,
creedence_clearwater_revival/Cosmo_s_Factory/07-Up_Around_The_Bend,,
creedence_clearwater_revival/Cosmo_s_Factory/08-My_Baby_Left_Me,,
creedence_clearwater_revival/Cosmo_s_Factory/09-Who_ll_Stop_The_Rain,,
creedence_clearwater_revival/Cosmo_s_Factory/10-I_Heard_It_Through_The_Grapevine,,
creedence_clearwater_revival/Cosmo_s_Factory/11-Long_As_I_Can_See_The_Light,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/01-I_Put_A_Spell_On_You,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/02-The_Working_Man,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/03-Suzie_Q,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/04-Ninety-Nine_And_A_Half_Won_t_Do_,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/05-Get_Down_Woman,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/06-Porterville,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/07-Gloomy,,
creedence_clearwater_revival/Creedence_Clearwater_Revival/08-Walking_On_The_Water,,
creedence_clearwater_revival/Green_River/01-Green_River,,
creedence_clearwater_revival/Green_River/02-Commotion,,
creedence_clearwater_revival/Green_River/03-Tombstone_Shadow,,
creedence_clearwater_revival/Green_River/04-Wrote_A_Song_For_Everyone,,
creedence_clearwater_revival/Green_River/05-Bad_Moon_Rising,,
creedence_clearwater_revival/Green_River/06-Lodi,,
creedence_clearwater_revival/Green_River/07-Cross-Tie_Walker,,
creedence_clearwater_revival/Green_River/08-Sinister_Purpose,,
creedence_clearwater_revival/Green_River/09-The_Night_Time_Is_The_Right_Time,,
creedence_clearwater_revival/Pendulum/01-Pagan_Baby,,
creedence_clearwater_revival/Pendulum/02-Sailor_s_Lament,,
creedence_clearwater_revival/Pendulum/03-Chameleon,,
creedence_clearwater_revival/Pendulum/04-Have_You_Ever_Seen_The_Rain-,,
creedence_clearwater_revival/Pendulum/05-_Wish_I_Could_Hideaway,,
creedence_clearwater_revival/Pendulum/06-Born_To_Move,,
creedence_clearwater_revival/Pendulum/07-Hey_Tonight,,
creedence_clearwater_revival/Pendulum/08-It_s_Just_A_Thought,,
creedence_clearwater_revival/Pendulum/09-Molina,,
creedence_clearwater_revival/Pendulum/10-Rude_Awakening_2,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/01-Down_on_the_corner,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/02-It_came_out_of_the_sky,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/03-Cotton_fields,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/04-Poorboy_shuffle,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/05-Feelin_blue,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/06-Fortunate_son,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/07-Don_t_look_now,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/08-The_midnight_special,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/09-Side_o_the_road,,
creedence_clearwater_revival/Willy_and_the_Poor_Boys/10-Effigy,Robert Smith:,
cure/Disintegration/01-Plainsong,https://www.youtube.com/watch?v=YNy8VqlPX6Q,
cure/Disintegration/02-Pictures_Of_You,,
cure/Disintegration/03-Closedown,,
cure/Disintegration/04-Love_Song,,
cure/Disintegration/05-Last_Dance,,
cure/Disintegration/06-Lullaby,,
cure/Disintegration/07-Fascination_Street,,
cure/Disintegration/08-Prayers_For_Rain,,
cure/Disintegration/09-The_Same_Deep_Water_As_You,,
cure/Disintegration/10-Disintegration,,
cure/Disintegration/11-Homesick,,
cure/Disintegration/12-Untitled,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/01-The_Kiss,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/02-Catch,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/03-Torture,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/04-If_Only_Tonight_We_Could_Sleep,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/05-Why_Can_t_I_Be_You_,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/06-How_Beautiful_You_Are,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/07-The_Snakepit,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/08-Just_Like_Heaven,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/09-All_I_Want,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/10-Hot_Hot_Hot_,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/11-One_More_Time,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/12-Like_Cockatoos,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/13-Icing_Sugar,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/14-The_Perfect_Girl,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/15-A_Thousand_Hours,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/16-Shiver_And_Shake,,
cure/Kiss_Me_Kiss_Me_Kiss_Me/17-Fight,,
cure/The_Head_on_the_Door/01-In_Between_Days,,
cure/The_Head_on_the_Door/02-Kyoto_Song,,
cure/The_Head_on_the_Door/03-The_Blood,,
cure/The_Head_on_the_Door/04-Six_Different_Ways,,
cure/The_Head_on_the_Door/05-Push,,
cure/The_Head_on_the_Door/06-The_Baby_Screams,,
cure/The_Head_on_the_Door/07-Close_to_Me,,
cure/The_Head_on_the_Door/08-A_Night_Like_This,,
cure/The_Head_on_the_Door/09-Screw,,
cure/The_Head_on_the_Door/10-Sinking,,
cure/The_Top/01-Shake_Dog_Shake,,
cure/The_Top/02-Bird_Mad_Girl,,
cure/The_Top/03-Wailing_Wall,,
cure/The_Top/04-Give_Me_It,,
cure/The_Top/05-Dressing_Up,,
cure/The_Top/06-The_Caterpillar,,
cure/The_Top/07-Piggy_In_The_Mirror,,
cure/The_Top/08-The_Empty_World,,
cure/The_Top/09-Bananafishbones,,
cure/The_Top/10-The_Top,,
cure/Wild_Mood_Swings/01-Want,,
cure/Wild_Mood_Swings/02-Club_America,,
cure/Wild_Mood_Swings/03-This_Is_A_Lie,,
cure/Wild_Mood_Swings/04-The_13th,,
cure/Wild_Mood_Swings/05-Strange_Attraction,,
cure/Wild_Mood_Swings/06-Mint_Car,,
cure/Wild_Mood_Swings/07-Jupiter_Crash,,
cure/Wild_Mood_Swings/08-Round_Round_Round,,
cure/Wild_Mood_Swings/09-Gone_,,
cure/Wild_Mood_Swings/10-Numb,,
cure/Wild_Mood_Swings/11-Return,,
cure/Wild_Mood_Swings/12-Trap,,
cure/Wild_Mood_Swings/13-Treasure,,
cure/Wild_Mood_Swings/14-Bare,,
cure/Wish/01-Open,,
cure/Wish/02-High,,
cure/Wish/03-Apart,,
cure/Wish/04-From_the_Edge_of_the_Deep_Green_Sea,,
cure/Wish/05-Wendy_Time,,
cure/Wish/06-Doing_the_Unstuck,,
cure/Wish/07-Friday_I_m_In_Love,,
cure/Wish/08-Trust,,
cure/Wish/09-A_Letter_to_Elise,,
cure/Wish/10-Cut,,
cure/Wish/11-To_Wish_Impossible_Things,,
cure/Wish/12-End,,
dave_matthews_band/Before_These_Crowded_Streets/01-Pantala_Naga_Pampa,,
dave_matthews_band/Before_These_Crowded_Streets/02-Rapunzel,,
dave_matthews_band/Before_These_Crowded_Streets/03-The_Last_Stop,,
dave_matthews_band/Before_These_Crowded_Streets/04-Don_t_Drink_the_Water,,
dave_matthews_band/Before_These_Crowded_Streets/05-Stay_Wasting_Time_,,
dave_matthews_band/Before_These_Crowded_Streets/06-Halloween,,
dave_matthews_band/Before_These_Crowded_Streets/07-The_Stone,,
dave_matthews_band/Before_These_Crowded_Streets/08-Crush,,
dave_matthews_band/Before_These_Crowded_Streets/09-The_Dreaming_Tree,,
dave_matthews_band/Before_These_Crowded_Streets/10-Pig,,
dave_matthews_band/Before_These_Crowded_Streets/11-Spoon,,
dave_matthews_band/Before_These_Crowded_Streets/12-Hidden_Track_1,,
dave_matthews_band/Before_These_Crowded_Streets/13-Hidden_Track_2,,
dave_matthews_band/Busted_Stuff/01-Busted_Stuff,,
dave_matthews_band/Busted_Stuff/02-Grey_Street,,
dave_matthews_band/Busted_Stuff/03-Where_Are_You_Going,,
dave_matthews_band/Busted_Stuff/04-You_Never_Know,,
dave_matthews_band/Busted_Stuff/05-Captain,,
dave_matthews_band/Busted_Stuff/06-Raven,,
dave_matthews_band/Busted_Stuff/07-Grace_Is_Gone,,
dave_matthews_band/Busted_Stuff/08-Kit_Kat_Jam,,
dave_matthews_band/Busted_Stuff/09-Digging_a_Ditch,,
dave_matthews_band/Busted_Stuff/10-Big_Eyed_Fish,,
dave_matthews_band/Busted_Stuff/11-Bartender,,
dave_matthews_band/Crash/01-So_Much_To_Say,,
dave_matthews_band/Crash/02-Two_Step,,
dave_matthews_band/Crash/03-Crash_Into_Me,,
dave_matthews_band/Crash/04-Too_Much,,
dave_matthews_band/Crash/05-_41,,
dave_matthews_band/Crash/06-Say_Goodbye,,
dave_matthews_band/Crash/07-Drive_In_Drive_Out,,
dave_matthews_band/Crash/08-Let_You_Down,,
dave_matthews_band/Crash/09-Lie_In_Our_Graves,,
dave_matthews_band/Crash/10-Cry_Freedom,,
dave_matthews_band/Crash/11-Tripping_Billies,,
dave_matthews_band/Crash/12-Proudest_Monkey,,
dave_matthews_band/Everyday/01-I_Did_It,,
dave_matthews_band/Everyday/02-When_The_World_Ends,,
dave_matthews_band/Everyday/03-The_Space_Between,,
dave_matthews_band/Everyday/04-Dreams_of_Our_Fathers,,
dave_matthews_band/Everyday/05-So_Right,,
dave_matthews_band/Everyday/06-If_I_Had_It_All,,
dave_matthews_band/Everyday/07-What_You_Are,,
dave_matthews_band/Everyday/08-Angel,,
dave_matthews_band/Everyday/09-Fool_To_Think,,
dave_matthews_band/Everyday/10-Sleep_To_Dream_Her,,
dave_matthews_band/Everyday/11-Mother_Father,,
dave_matthews_band/Everyday/12-Everyday,,
dave_matthews_band/Stand_Up/01-Dreamgirl,,
dave_matthews_band/Stand_Up/02-Old_Dirt_Hill_Bring_That_Beat_Back_,,
dave_matthews_band/Stand_Up/03-Stand_Up_For_It_,,
dave_matthews_band/Stand_Up/04-American_Baby_Intro,,
dave_matthews_band/Stand_Up/05-American_Baby,,
dave_matthews_band/Stand_Up/06-Smooth_Rider,,
dave_matthews_band/Stand_Up/07-Everybody_Wake_Up_Our_Finest_Hour_Arrives_,,
dave_matthews_band/Stand_Up/08-Out_Of_My_Hands,,
dave_matthews_band/Stand_Up/09-Hello_Again,,
dave_matthews_band/Stand_Up/10-Louisiana_Bayou,,
dave_matthews_band/Stand_Up/11-Stolen_Away_On_55th_3rd,,
dave_matthews_band/Stand_Up/12-You_Might_Die_Trying,,
dave_matthews_band/Stand_Up/13-Steady_As_We_Go,,
dave_matthews_band/Stand_Up/14-Hunger_For_The_Great_Light,,
dave_matthews_band/Under_The_Table_And_Dreaming/01-The_Best_of_What_s_Around,,
dave_matthews_band/Under_The_Table_And_Dreaming/02-What_Would_You_Say,,
dave_matthews_band/Under_The_Table_And_Dreaming/03-Satellite,,
dave_matthews_band/Under_The_Table_And_Dreaming/04-Rhyme_Reason,,
dave_matthews_band/Under_The_Table_And_Dreaming/05-Typical_Situation,,
dave_matthews_band/Under_The_Table_And_Dreaming/06-Dancing_Nancies,,
dave_matthews_band/Under_The_Table_And_Dreaming/07-Ants_Marching,,
dave_matthews_band/Under_The_Table_And_Dreaming/08-Lover_Lay_Down,,
dave_matthews_band/Under_The_Table_And_Dreaming/09-Jimi_Thing,,
dave_matthews_band/Under_The_Table_And_Dreaming/10-Warehouse,,
dave_matthews_band/Under_The_Table_And_Dreaming/11-Pay_For_What_You_Get,,
dave_matthews_band/Under_The_Table_And_Dreaming/34-_34,Dave Gahan:,
depeche_mode/A_Broken_Frame/01-Leave_In_Silence,https://www.youtube.com/watch?v=K7pXOpAWVoI,
depeche_mode/A_Broken_Frame/02-My_Secret_Garden,,
depeche_mode/A_Broken_Frame/03-Monument,,
depeche_mode/A_Broken_Frame/04-Nothing_To_Fear,,
depeche_mode/A_Broken_Frame/05-See_You,,
depeche_mode/A_Broken_Frame/06-Satellite,,
depeche_mode/A_Broken_Frame/07-The_Meaning_Of_Love,,
depeche_mode/A_Broken_Frame/08-A_Photograph_Of_You,,
depeche_mode/A_Broken_Frame/09-Shouldn_t_Have_Done_That,,
depeche_mode/A_Broken_Frame/10-The_Sun_The_Rainfall,,
depeche_mode/Black_Celebration/01-Black_Celebration,,
depeche_mode/Black_Celebration/02-Fly_on_the_windscreen,,
depeche_mode/Black_Celebration/03-A_question_of_lust,,
depeche_mode/Black_Celebration/04-Sometimes,,
depeche_mode/Black_Celebration/05-It_doesn_t_matter_two,,
depeche_mode/Black_Celebration/06-A_question_of_time,,
depeche_mode/Black_Celebration/07-Stripped,,
depeche_mode/Black_Celebration/08-Here_is_the_house,,
depeche_mode/Black_Celebration/09-World_full_of_nothing,,
depeche_mode/Black_Celebration/10-Dressed_in_black,,
depeche_mode/Black_Celebration/11-New_dress,,
depeche_mode/Black_Celebration/12-Breathing_in_fumes,,
depeche_mode/Black_Celebration/13-But_not_tonight_Extended_Remix_,,
depeche_mode/Black_Celebration/14-Black_day,,
"depeche_mode/Construction_Time_Again/01-Love,_In_Itself",,
depeche_mode/Construction_Time_Again/02-More_Than_A_Party,,
depeche_mode/Construction_Time_Again/03-Pipeline,,
depeche_mode/Construction_Time_Again/04-Everything_Counts,,
depeche_mode/Construction_Time_Again/05-Two_Minute_Warning,,
depeche_mode/Construction_Time_Again/06-Shame,,
depeche_mode/Construction_Time_Again/07-The_Landscape_Is_Changing,,
depeche_mode/Construction_Time_Again/08-Told_You_So,,
depeche_mode/Construction_Time_Again/09-And_Then_,,
depeche_mode/Construction_Time_Again/10-Everything_Counts_Long_Version_,,
depeche_mode/Music_for_the_Masses/01-Never_let_me_down_again,,
depeche_mode/Music_for_the_Masses/02-The_things_you_said,,
depeche_mode/Music_for_the_Masses/03-Strangelove,,
depeche_mode/Music_for_the_Masses/04-Sacred,,
depeche_mode/Music_for_the_Masses/05-Little_15,,
depeche_mode/Music_for_the_Masses/06-Behind_the_wheel,,
depeche_mode/Music_for_the_Masses/07-I_want_you_now,,
depeche_mode/Music_for_the_Masses/08-To_have_and_to_hold,,
depeche_mode/Music_for_the_Masses/09-Nothing,,
depeche_mode/Music_for_the_Masses/10-Pimpf,,
depeche_mode/Music_for_the_Masses/11-Agent_Orange,,
depeche_mode/Music_for_the_Masses/12-Never_let_me_down_again_Aggro_mix_,,
depeche_mode/Music_for_the_Masses/13-To_have_and_to_hold_Spanish_Taster_,,
depeche_mode/Music_for_the_Masses/14-Pleasure_little_treasure,,
depeche_mode/Some_Great_Reward/01-Something_To_Do,,
depeche_mode/Some_Great_Reward/02-Lie_To_Me,,
depeche_mode/Some_Great_Reward/03-People_Are_People,,
depeche_mode/Some_Great_Reward/04-It_Doesn_t_Matter,,
depeche_mode/Some_Great_Reward/05-Stories_Of_Old,,
depeche_mode/Some_Great_Reward/06-Somebody,,
depeche_mode/Some_Great_Reward/07-Master_And_Servant,,
depeche_mode/Some_Great_Reward/08-If_You_Want,,
depeche_mode/Some_Great_Reward/09-Blasphemous_Rumours,,
depeche_mode/Speak_and_Spell/01-New_Life,,
depeche_mode/Speak_and_Spell/02-I_Sometimes_Wish_I_Was_Dead,,
depeche_mode/Speak_and_Spell/03-Puppets,,
depeche_mode/Speak_and_Spell/04-Boys_Say_Go_,,
depeche_mode/Speak_and_Spell/05-Nodisco,,
depeche_mode/Speak_and_Spell/06-What_s_Your_Name-,,
depeche_mode/Speak_and_Spell/07-Photographic,,
depeche_mode/Speak_and_Spell/08-Tora!_Tora!_Tora!,,
depeche_mode/Speak_and_Spell/09-Big_Muff,,
depeche_mode/Speak_and_Spell/10-Any_Second_Now_Voices_,,
depeche_mode/Speak_and_Spell/11-Just_Can_t_Get_Enough,,
depeche_mode/Speak_and_Spell/12-Dreaming_Of_Me,,
depeche_mode/Speak_and_Spell/13-Ice_Machine,,
depeche_mode/Speak_and_Spell/14-Shout,,
depeche_mode/Speak_and_Spell/15-Any_Second_Now,,
depeche_mode/Speak_and_Spell/16-Just_Can_t_Get_Enough_Schizo_Mix_,,
fleetwood_mac/Behind_the_Mask/01-Skies_the_Limit,Stevie Nicks: ,
fleetwood_mac/Behind_the_Mask/02-Love_Is_Dangerous,https://www.youtube.com/watch?v=acEXM41m9mM,
fleetwood_mac/Behind_the_Mask/03-In_the_Back_of_My_Mind,,
fleetwood_mac/Behind_the_Mask/04-Do_You_Know,Christine McVie: ,
fleetwood_mac/Behind_the_Mask/05-Save_Me,https://www.youtube.com/watch?v=IQscAY8-9vg,
fleetwood_mac/Behind_the_Mask/06-Affairs_of_the_Heart,,
fleetwood_mac/Behind_the_Mask/07-When_the_Sun_Goes_Down,,
fleetwood_mac/Behind_the_Mask/08-Behind_the_Mask,,
fleetwood_mac/Behind_the_Mask/09-Stand_on_the_Rock,,
fleetwood_mac/Behind_the_Mask/10-Hard_Feelings,,
fleetwood_mac/Behind_the_Mask/11-Freedom,,
fleetwood_mac/Behind_the_Mask/12-When_It_Comes_to_Love,,
fleetwood_mac/Behind_the_Mask/13-The_Second_Time,,
fleetwood_mac/Fleetwood_Mac/01-Monday_Morning,,
fleetwood_mac/Fleetwood_Mac/02-Warm_Ways,,
fleetwood_mac/Fleetwood_Mac/03-Blue_Letter,,
fleetwood_mac/Fleetwood_Mac/04-Rhiannon,,
fleetwood_mac/Fleetwood_Mac/05-Over_My_Head,,
fleetwood_mac/Fleetwood_Mac/06-Crystal,,
fleetwood_mac/Fleetwood_Mac/07-Say_You_Love_Me,,
fleetwood_mac/Fleetwood_Mac/08-Landslide,,
fleetwood_mac/Fleetwood_Mac/09-World_Turning,,
fleetwood_mac/Fleetwood_Mac/10-Sugar_Daddy,,
fleetwood_mac/Fleetwood_Mac/11-I_m_So_Afraid,,
fleetwood_mac/Mirage/01-Love_in_Store,,
fleetwood_mac/Mirage/02-Can_t_Go_Back,,
fleetwood_mac/Mirage/03-That_s_Alright,,
fleetwood_mac/Mirage/04-Book_of_Love,,
